Grant.Application.ID,Grant.Status
174,0.838818236
175,0.659484422
176,0.666531604
177,0.046504885
178,0.622605735
179,0.892649708
180,0.374813266
181,0.49700267
182,0.483550338
183,0.620572588
184,0.406451386
185,0.511661156
186,0.194590971
187,0.755093793
188,0.267922535
189,0.632667678
190,0.16887772
191,0.774832522
192,0.145389355
193,0.491775311
194,0.029470099
195,0.644595793
196,0.108391557
197,0.051788517
198,0.602460519
199,0.132098812
200,0.22394858
201,0.697076526
202,0.896385806
203,0.419521795
204,0.865067067
205,0.016021221
206,0.04449422
207,0.786881493
208,0.79849769
209,0.458566973
210,0.368596792
211,0.335577748
212,0.731868178
213,0.655533383
214,0.981039471
215,0.918980862
216,0.843740469
217,0.002417913
218,0.961854565
219,0.164888179
220,0.77035116
221,0.076361088
222,0.646111246
223,0.698101434
224,0.696554622
225,0.668467536
226,0.036307439
227,0.63879143
228,0.724619305
229,0.31709904
230,0.09424606
231,0.424489842
232,0.890804554
233,0.807262425
234,0.953189683
235,0.736338485
236,0.877793639
237,0.333675012
238,0.653041722
239,0.887580262
240,0.915619493
241,0.288130733
242,0.863894343
243,0.495593486
244,0.274054299
245,0.035131665
246,0.083239084
247,0.571419193
248,0.641226552
249,0.035918635
250,0.202846392
251,0.571748341
252,0.875846273
253,0.553579511
254,0.588918572
255,0.455201927
256,0.242358337
257,0.294907794
258,0.111536616
259,0.102641801
260,0.643524051
261,0.692257598
262,0.655660418
263,0.102866591
264,0.918968353
265,0.833041401
266,0.028859642
267,0.060878567
268,0.837611956
269,0.990175329
270,0.928149766
271,0.898851064
272,0.98408906
273,0.134621705
274,0.264186442
275,0.690768662
276,0.345284949
277,0.574751575
278,0.808839092
279,0.879041519
280,0.913263085
281,0.274789907
282,0.086493552
283,0.146750874
284,0.353294894
285,0.425768821
286,0.019298582
287,0.078465058
288,0.498392587
289,0.023849874
290,0.639613043
291,0.810694072
292,0.257287101
293,0.654640708
294,0.152574891
295,0.485907262
296,0.700747011
297,0.049257279
298,0.487812977
299,0.793008257
300,0.823392908
301,0.75660687
302,0.773055552
303,0.890702895
304,0.39289608
305,0.199177301
306,0.749119497
307,0.248163834
308,0.889533683
309,0.009328979
310,0.349536054
311,0.72054323
312,0.063798113
313,0.887143922
314,0.162833719
315,0.886968438
316,0.239703656
317,0.20307968
318,0.584042171
319,0.656786716
320,0.468145817
321,0.4797155
322,0.234197585
323,0.095849612
324,0.900638055
325,0.21886363
326,0.195556294
327,0.972246361
328,0.598269121
329,0.1818976
330,0.177775868
331,0.002780873
332,0.275855005
333,0.521494557
334,0.631082563
335,0.237099489
336,0.387415266
337,0.206888675
338,0.336868961
339,0.124893052
340,0.576729079
341,0.570648816
342,0.794305033
343,0.588168657
344,0.167381277
345,0.283512732
346,0.339800719
347,0.942380029
348,0.785354348
349,0.69737643
350,0.01797072
351,0.951523089
352,0.171867309
353,0.848785969
354,0.462798076
355,0.458799396
356,0.750935302
357,0.918274347
358,0.095005259
359,0.418709
360,0.198739173
361,0.560363341
362,0.058928474
363,0.654104726
364,0.50391876
365,0.387988053
366,0.165936381
367,0.058310826
368,0.96325755
369,0.39089402
370,0.246247975
371,0.366383236
372,0.161883922
373,0.459679065
374,0.992304739
375,0.642846041
376,0.148836275
377,0.623002601
378,0.52776249
379,0.829083822
380,0.45549169
381,0.624393073
382,0.136558218
383,0.643748825
384,0.270618432
385,0.71899745
386,0.551604288
387,0.946454313
388,0.741679968
389,0.89428294
390,0.089473282
391,0.978801447
392,0.990795048
393,0.51708056
394,0.712413108
395,0.087074322
396,0.963605007
397,0.378631468
398,0.551352524
399,0.177637328
400,0.418949616
401,0.527131447
402,0.072462971
403,0.801685922
404,0.736417986
405,0.141820639
406,0.460199547
407,0.152478702
408,0.067225175
409,0.768749912
410,0.649653269
411,0.829176595
412,0.76105092
413,0.597442623
414,0.319660683
415,0.793951907
416,0.615776573
417,0.336318774
418,0.531669749
419,0.889411605
420,0.210217725
421,0.773623733
422,0.728252748
423,0.155435906
424,0.436102649
425,0.663061357
426,0.029346177
427,0.610610739
428,0.692251626
429,0.776783792
430,0.574417757
431,0.97883535
432,0.359121918
433,0.439391534
434,0.621504409
435,0.136165277
436,0.155503134
437,0.657248134
438,0.771170745
439,0.919639842
440,0.615675928
441,0.094632568
442,0.18501328
443,0.181843301
444,0.127492985
445,0.110346741
446,0.677079925
447,0.349083599
448,0.711170474
449,0.989647956
450,0.417127289
451,0.501782125
452,0.795590521
453,0.842095794
454,0.218454882
455,0.393179361
456,0.643463567
457,0.968724995
458,0.74670652
459,0.358325785
460,0.656209545
461,0.49306153
462,0.429458498
463,0.213742622
464,0.309354094
465,0.518517489
466,0.219632437
467,0.93699962
468,0.862348607
469,0.984919249
470,0.315994438
471,0.730641776
472,0.472595933
473,0.31574563
474,0.376270245
475,0.341649133
476,0.915805583
477,0.293870048
478,0.49702439
479,0.197267033
480,0.87263369
481,0.545168534
482,0.965726062
483,0.219422335
484,0.937794779
485,0.165569492
486,0.64053947
487,0.863254942
488,0.309098121
489,0.220907198
490,0.462980283
491,0.180361637
492,0.169237262
493,0.390228728
494,0.751863487
495,0.199431206
496,0.271856772
497,0.975184399
498,0.510469099
499,0.614385049
500,0.97352871
501,0.028616992
502,0.186978183
503,0.127173648
504,0.137176623
505,0.603331518
506,0.311781323
507,0.369737034
508,0.533083789
509,0.762877887
510,0.424701299
511,0.812859147
512,0.679298599
513,0.045751147
514,0.813637469
515,0.827793023
516,0.397247292
517,0.820080434
518,0.514308507
519,0.868982591
520,0.358161693
521,0.880382705
522,0.322726843
523,0.200862734
524,0.885187943
525,0.4783655
526,0.486802295
527,0.237432853
528,0.210595233
529,0.224778845
530,0.213619146
531,0.232208735
532,0.028414959
533,0.708912207
534,0.109354098
535,0.008221177
536,0.96093944
537,0.238497053
538,0.345530184
539,0.859913674
540,0.689217757
541,0.647973552
542,0.999895013
543,0.545596809
544,0.67362434
545,0.083862726
546,0.909368864
547,0.419449334
548,0.122353499
549,0.351996444
550,0.922052767
551,0.431245551
552,0.842248184
553,0.099522046
554,0.461319082
555,0.685045177
556,0.297940396
557,0.808650213
558,0.492209242
559,0.576756435
560,0.658094037
561,0.805580844
562,0.880434503
563,0.300416338
564,0.010356582
565,0.963102113
566,0.588187044
567,0.064783515
568,0.632949312
569,0.625126628
570,0.327202298
571,0.759625477
572,0.953045718
573,0.895115404
574,0.516269219
575,0.46273365
576,0.647274303
577,0.899331418
578,0.74859387
579,0.639722711
580,0.788311934
581,0.029266746
582,0.218596457
583,0.506095055
584,0.520584207
585,0.125579974
586,0.301067307
587,0.749345368
588,0.069772368
589,0.20973804
590,0.751206705
591,0.394907935
592,0.223580342
593,0.69840325
594,0.756623676
595,0.648106105
596,0.035487549
597,0.220436061
598,0.236314487
599,0.880432889
600,0.822961822
601,0.710378482
602,0.925211785
603,0.145084632
604,0.397850555
605,0.21502822
606,0.63285306
607,0.095189777
608,0.076846758
609,0.19746262
610,0.301000464
611,0.983348125
612,0.199086347
613,0.783718894
614,0.411052348
615,0.064262327
616,0.736529437
617,0.085773359
618,0.849174824
619,0.334353494
620,0.799681782
621,0.793485771
622,0.536323211
623,0.879673368
624,0.56490575
625,0.911704863
626,0.399846477
627,0.278887071
628,0.109852259
629,0.488590064
630,0.475627671
631,0.075895357
632,0.140409212
633,0.764550682
634,0.527730582
635,0.483249764
636,0.889078804
637,0.947117152
638,0.391341263
639,0.512776576
640,0.112507708
641,0.831900669
642,0.216887822
643,0.718884589
644,0.259213515
645,0.728594638
646,0.779389162
647,0.765076556
648,0.210322217
649,0.924025274
650,0.354819559
651,0.65065803
652,0.890086244
653,0.424514389
654,0.887216322
655,0.251965675
656,0.432923877
657,0.782360054
658,0.529320572
659,0.560429584
660,0.989167316
661,0.157128844
662,0.133904909
663,0.39827791
664,0.694018399
665,0.633186133
666,0.08954731
667,0.296127411
668,0.618861797
669,0.267942195
670,0.460653812
671,0.137583524
672,0.071331258
673,0.348422092
674,0.730511633
675,0.284871716
676,0.31540093
677,0.216181357
678,0.829782468
679,0.408528239
680,0.410957961
681,0.49194064
682,0.248946491
683,0.75110525
684,0.139028501
685,0.62771514
686,0.823247837
687,0.188470197
688,0.942075663
689,0.842810436
690,0.277453769
691,0.372428972
692,0.964902954
693,0.492932039
694,0.99317539
695,0.809460311
696,0.400560119
697,0.582878304
698,0.295105319
699,0.020345452
700,0.026725556
701,0.705994459
702,0.005996181
703,0.141149794
704,0.626482523
705,0.740551257
706,0.521654321
707,0.091392641
708,0.81129896
709,0.777978975
710,0.150015059
711,0.78413294
712,0.557549298
713,0.417521909
714,0.619701996
715,0.017909579
716,0.354777677
717,0.805830928
718,0.342275897
719,0.467368298
720,0.222043163
721,0.061865292
722,0.363400125
723,0.274401481
724,0.595232415
725,0.407377254
726,0.108923744
727,0.658665689
728,0.808319425
729,0.860132071
730,0.607781731
731,0.905131301
732,0.72600588
733,0.614408516
734,0.596027554
735,0.51442636
736,0.67076013
737,0.763922286
738,0.467131707
739,0.458667571
740,0.265128582
741,0.84158127
742,0.675272149
743,0.98154636
744,0.277958146
745,0.452846564
746,0.448579386
747,0.649788806
748,0.456365628
749,0.158088191
750,0.107364637
751,0.848980373
752,0.748598537
753,0.345778631
754,0.043141452
755,0.145662153
756,0.708998364
757,0.181081209
758,0.444443093
759,0.468213811
760,0.126781992
761,0.089088593
762,0.22944257
763,0.330395852
764,0.096375776
765,0.756121864
766,0.275944248
767,0.928870061
768,0.912142988
769,0.417107292
770,0.214690124
771,0.896523711
772,0.297514255
773,0.106179411
774,0.373522291
775,0.158459975
776,0.678709322
777,0.931099412
778,0.917917948
779,0.71964271
780,0.626085026
781,0.625753515
782,0.927270208
783,0.943968049
784,0.53826272
785,0.619291284
786,0.381538874
787,0.3367317
788,0.817795801
789,0.935383136
790,0.830628113
791,0.031669827
792,0.182033901
793,0.248444088
794,0.721452335
795,0.405165704
796,0.488632477
797,0.313886525
798,0.175245556
799,0.654499407
800,0.966367702
801,0.841236525
802,0.205182096
803,0.606938424
804,0.919688931
805,0.944149433
806,0.750564016
807,0.630006124
808,0.974826697
809,0.045694933
810,0.941899669
811,0.335306498
812,0.698471078
813,0.509053531
814,0.113743401
815,0.325443634
816,0.147819662
817,0.961117628
818,0.732450608
819,0.147823002
820,0.808468989
821,0.43179533
822,0.850454113
823,0.929339057
824,0.916535221
825,0.086914699
826,0.384986407
827,0.461788672
828,0.74446805
829,0.719516219
830,0.761827841
831,0.616151194
832,0.37072564
833,0.665742119
834,0.763510181
835,0.182280094
836,0.647622259
837,0.220676147
838,0.336919683
839,0.518693549
840,0.818633151
841,0.679052802
842,0.350929098
843,0.318862341
844,0.647596132
845,0.448570434
846,0.584714908
847,0.047526883
848,0.827125243
849,0.332514591
850,0.33053872
851,0.611675982
852,0.377570982
853,0.613516872
854,0.302914273
855,0.086754127
856,0.418421891
857,0.825661072
858,0.558476998
859,0.438250946
860,0.280472897
861,0.073778417
862,0.257018057
863,0.022620698
864,0.124428094
865,0.153559756
866,0.641878802
867,0.267015208
868,0.588305097
869,0.821207085
870,0.105637872
871,0.980484771
872,0.939419291
873,0.021887598
874,0.810823583
875,0.394275413
876,0.593715905
877,0.87155632
878,0.115654774
879,0.652978378
880,0.266244073
881,0.128600276
882,0.64497464
883,0.097263859
884,0.131803616
885,0.32822558
886,0.801879781
887,0.638907187
888,0.857103041
889,0.236635033
890,0.817982413
891,0.79202935
892,0.501271054
893,0.820393153
894,0.595109164
895,0.56999465
896,0.271544645
897,0.413191408
898,0.544000779
899,0.736129741
900,0.14695311
901,0.638592154
902,0.175887416
903,0.474631103
904,0.53421019
905,0.559039455
906,0.403891697
907,0.346188031
908,0.778271766
909,0.059390268
910,0.432089479
911,0.359125547
912,0.42003917
913,0.009625452
914,0.180111385
915,0.460528007
916,0.207843678
917,0.769328288
918,0.749920078
919,0.785142184
920,0.506876929
921,0.220255706
922,0.752015685
923,0.750731011
924,0.863723157
925,0.432895166
926,0.520805867
927,0.469819569
928,0.109338608
929,0.7799352
930,0.168566313
931,0.743872808
932,0.375801978
933,0.802218501
934,0.94906895
935,0.998414296
936,0.294379711
937,0.317762222
938,0.713606218
939,0.627469878
940,0.079417301
941,0.678261286
942,0.365765374
943,0.108477797
944,0.425816158
945,0.796048645
946,0.342785799
947,0.005195069
948,0.835290917
949,0.596903247
950,0.941840344
951,0.629092964
952,0.485660641
953,0.120332177
954,0.116689773
955,0.909083138
956,0.611891123
957,0.884243443
958,0.245498271
959,0.273152728
960,0.57099303
961,0.437062266
962,0.752675155
963,0.22936261
964,0.075815758
965,0.296529316
966,0.745956683
967,0.501114637
968,0.093612252
969,0.157645346
970,0.499741603
971,0.986023106
972,0.875026739
973,0.506102472
974,0.87838782
975,0.47379579
976,0.006459608
977,0.541924556
978,0.837605476
979,0.776899666
980,0.466778473
981,0.116720564
982,0.008614509
983,0.89006987
984,0.284648808
985,0.797875577
986,0.460555646
987,0.757832439
988,0.375686596
989,0.196340085
990,0.510083995
991,0.471236096
992,0.177555844
993,0.938041475
994,0.025997078
995,0.325696224
996,0.304498149
997,0.331190121
998,0.28463158
999,0.771226987
1000,0.436161231
1001,0.390804724
1002,0.593060831
1003,0.527148916
1004,0.636438825
1005,0.798008663
1006,0.280808222
1007,0.485180209
1008,0.269062098
1009,0.089000346
1010,0.267894462
1011,0.181778143
1012,0.558975953
1013,0.351967598
1014,0.515085081
1015,0.905205859
1016,0.348462297
1017,0.815401437
1018,0.972131195
1019,0.283058906
1020,0.664121833
1021,0.386760755
1022,0.470317713
1023,0.435313934
1024,0.487585348
1025,0.305517811
1026,0.715076604
1027,0.603590567
1028,0.053244433
1029,0.278685993
1030,0.294336684
1031,0.242316387
1032,0.01860856
1033,0.528407394
1034,0.44024865
1035,0.77374936
1036,0.5131581
1037,0.347470062
1038,0.329527304
1039,0.643029059
1040,0.600711436
1041,0.991558124
1042,0.448671864
1043,0.348724512
1044,0.438091112
1045,0.875663896
1046,0.947094009
1047,0.263312692
1048,0.869439031
1049,0.608240727
1050,0.302609242
1051,0.064936668
1052,0.129588151
1053,0.075480103
1054,0.526727384
1055,0.270823346
1056,0.051028541
1057,0.531032223
1058,0.83938886
1059,0.015270157
1060,0.581542944
1061,0.726350055
1062,0.038563659
1063,0.757801682
1064,0.309756877
1065,0.797795152
1066,0.491023427
1067,0.042749293
1068,0.219353703
1069,0.151786412
1070,0.976852941
1071,0.620323304
1072,0.325050107
1073,0.16951447
1074,0.163049551
1075,0.196057586
1076,0.684033249
1077,0.899695719
1078,0.566094177
1079,0.784140436
1080,0.679269683
1081,0.767189028
1082,0.289579206
1083,0.105204506
1084,0.776741169
1085,0.205870662
1086,0.796877854
1087,0.186009326
1088,0.687160943
1089,0.727035944
1090,0.172006973
1091,0.982742278
1092,0.039569973
1093,0.147649193
1094,0.945138593
1095,0.230394484
1096,0.690579869
1097,0.113101515
1098,0.809392566
1099,0.223492518
1100,0.249999539
1101,0.63509486
1102,0.955197273
1103,0.417902678
1104,0.655038898
1105,0.406792809
1106,0.860579179
1107,0.595193723
1108,0.588659199
1109,0.137270267
1110,0.842879427
1111,0.840411846
1112,0.612505291
1113,0.245179266
1114,0.703437802
1115,0.188805541
1116,0.509582872
1117,0.743030016
1118,0.705270053
1119,0.555937231
1120,0.117212678
1121,0.546402706
1122,0.003870896
1123,0.052692756
1124,0.88554968
1125,0.804004801
1126,0.334607105
1127,0.474657155
1128,0.474850441
1129,0.774423859
1130,0.529371217
1131,0.835210763
1132,0.1351649
1133,0.907769099
1134,0.625290383
1135,0.357024966
1136,0.285101589
1137,0.916259064
1138,0.797512687
1139,0.669867736
1140,0.978591708
1141,0.429112692
1142,0.846022074
1143,0.796893086
1144,0.517403161
1145,0.271467034
1146,0.60507036
1147,0.572098257
1148,0.84251177
1149,0.320837936
1150,0.335695862
1151,0.656248136
1152,0.779411931
1153,0.214909109
1154,0.973147424
1155,0.395000624
1156,0.839452445
1157,0.094259416
1158,0.22775448
1159,0.345752035
1160,0.702666853
1161,0.940991887
1162,0.680599341
1163,0.063993799
1164,0.749484315
1165,0.5416951
1166,0.84351427
1167,0.227904033
1168,0.036595292
1169,0.238305592
1170,0.347056428
1171,0.663436404
1172,0.976995305
1173,0.640400995
1174,0.661278182
1175,0.778868001
1176,0.354088681
1177,0.902842302
1178,0.823932782
1179,0.607452194
1180,0.868624943
1181,0.865520008
1182,0.845734092
1183,0.753243631
1184,0.562137893
1185,0.128520575
1186,0.607027419
1187,0.201114031
1188,0.632881757
1189,0.980741547
1190,0.054190076
1191,0.952875442
1192,0.724732093
1193,0.856596685
1194,0.3685712
1195,0.684113587
1196,0.712702104
1197,0.363602016
1198,0.811112645
1199,0.30034656
1200,0.251128787
1201,0.32142829
1202,0.074898611
1203,0.099964924
1204,0.675024026
1205,0.001715861
1206,0.24681531
1207,0.429905684
1208,0.867479459
1209,0.247505153
1210,0.682378998
1211,0.708556332
1212,0.048169624
1213,0.866277328
1214,0.785038493
1215,0.458015697
1216,0.331887694
1217,0.674798837
1218,0.610883543
1219,0.197680875
1220,0.429330544
1221,0.99312407
1222,0.87931874
1223,0.030262028
1224,0.50946616
1225,0.535304881
1226,0.384234896
1227,0.847714336
1228,0.341424274
1229,0.237791147
1230,0.849376523
1231,0.96471905
1232,0.022790901
1233,0.912270692
1234,0.389124012
1235,0.749703095
1236,0.086116843
1237,0.822332082
1238,0.066636467
1239,0.349377103
1240,0.458275254
1241,0.397779833
1242,0.920488364
1243,0.490180689
1244,0.567798287
1245,0.924812255
1246,0.376151646
1247,0.233598475
1248,0.504614503
1249,0.457597509
1250,0.330044871
1251,0.490240783
1252,0.748023791
1253,0.161358488
1254,0.094951129
1255,0.649099565
1256,0.646840941
1257,0.806622019
1258,0.611252112
1259,0.1615755
1260,0.426906522
1261,0.658556091
1262,0.498559675
1263,0.083328392
1264,0.093893393
1265,0.254197114
1266,0.637365171
1267,0.946003498
1268,0.767255112
1269,0.996513992
1270,0.474548348
1271,0.636585732
1272,0.251397193
1273,0.715310032
1274,0.688217115
1275,0.962436709
1276,0.895356741
1277,0.502899503
1278,0.441429569
1279,0.159574754
1280,0.473122683
1281,0.670359379
1282,0.588860846
1283,0.131498415
1284,0.357539625
1285,0.903982498
1286,0.215595962
1287,0.301945591
1288,0.48772728
1289,0.909793435
1290,0.565911446
1291,0.159817759
1292,0.496203886
1293,0.960341115
1294,0.182494178
1295,0.037894665
1296,0.071732978
1297,0.973146474
1298,0.646173445
1299,0.626888739
1300,0.725882459
1301,0.398660069
1302,0.296788144
1303,0.04879188
1304,0.647780025
1305,0.872041046
1306,0.80379077
1307,0.655036754
1308,0.04490561
1309,0.625675051
1310,0.560370934
1311,0.38226296
1312,0.566244073
1313,0.651116344
1314,0.245224057
1315,0.516590591
1316,0.442954177
1317,0.132105506
1318,0.517777484
1319,0.632289108
1320,0.954389766
1321,0.973649771
1322,0.821031553
1323,0.268449477
1324,0.165806587
1325,0.048233592
1326,0.582569657
1327,0.040475532
1328,0.927758617
1329,0.676181963
1330,0.835770671
1331,0.868563288
1332,0.44111947
1333,0.28167763
1334,0.243548604
1335,0.381275983
1336,0.927195782
1337,0.880353641
1338,0.882940395
1339,0.312364486
1340,0.347902082
1341,0.999277805
1342,0.87970327
1343,0.314525956
1344,0.473567426
1345,0.549539984
1346,0.128248315
1347,0.377726897
1348,0.28557926
1349,0.811273518
1350,0.292680808
1351,0.486219616
1352,0.039691134
1353,0.734805448
1354,0.915468584
1355,0.378700094
1356,0.710651529
1357,0.328550816
1358,0.257222561
1359,0.981593562
1360,0.039443901
1361,0.394028432
1362,0.353272253
1363,0.203369271
1364,0.566316625
1365,0.430461639
1366,0.634948205
1367,0.261079003
1368,0.918805737
1369,0.302610656
1370,0.460480467
1371,0.558175657
1372,0.723419053
1373,0.367842354
1374,0.528634181
1375,0.537171299
1376,0.749263777
1377,0.43365521
1378,0.410823523
1379,0.96732195
1380,0.738200052
1381,0.64878279
1382,0.214710751
1383,0.988162271
1384,0.68234069
1385,0.1275546
1386,0.712810074
1387,0.110609033
1388,0.450374227
1389,0.513243814
1390,0.958464619
1391,0.869305752
1392,0.251827245
1393,0.097548722
1394,0.874316933
1395,0.096671948
1396,0.153630652
1397,0.528124731
1398,0.795874403
1399,0.845776756
1400,0.833622546
1401,0.060618415
1402,0.303716747
1403,0.626263828
1404,0.76511911
1405,0.869281331
1406,0.341682552
1407,0.14119566
1408,0.799584702
1409,0.355417767
1410,0.639503077
1411,0.439540319
1412,0.139956546
1413,0.87598441
1414,0.259658301
1415,0.986790014
1416,0.325081995
1417,0.082042728
1418,0.505310348
1419,0.680637319
1420,0.058355437
1421,0.208896017
1422,0.521457845
1423,0.418339088
1424,0.284315651
1425,0.366118459
1426,0.941367367
1427,0.569066682
1428,0.57680931
1429,0.293515283
1430,0.396184356
1431,0.677658402
1432,0.620901899
1433,0.153526027
1434,0.803882095
1435,0.105626381
1436,0.429430846
1437,0.104069743
1438,0.834232858
1439,0.665403375
1440,0.205989564
1441,0.950788421
1442,0.286991636
1443,0.962730807
1444,0.454001818
1445,0.841144206
1446,0.980618827
1447,0.651792767
1448,0.833692296
1449,0.474050933
1450,0.82767706
1451,0.380852519
1452,0.722833323
1453,0.028966047
1454,0.112163477
1455,0.464727687
1456,0.806809382
1457,0.399073893
1458,0.997915923
1459,0.726516768
1460,0.278164225
1461,0.682910646
1462,0.493939063
1463,0.960918676
1464,0.153501972
1465,0.31029518
1466,0.901125352
1467,0.832007095
1468,0.42315021
1469,0.186468508
1470,0.034655707
1471,0.863582406
1472,0.202093709
1473,0.518463769
1474,0.940550609
1475,0.929916671
1476,0.569434856
1477,0.324896161
1478,0.658712338
1479,0.895100769
1480,0.677274373
1481,0.536620542
1482,0.625458517
1483,0.600697361
1484,0.644102006
1485,0.160748894
1486,0.781730165
1487,0.89750883
1488,0.039444626
1489,0.133126121
1490,0.92897186
1491,0.951357791
1492,0.937993135
1493,0.354614071
1494,0.590697293
1495,0.48047666
1496,0.880931158
1497,0.263104021
1498,0.226241002
1499,0.897488421
1500,0.030946421
1501,0.386515101
1502,0.313793028
1503,0.174750813
1504,0.448843107
1505,0.28216654
1506,0.254864757
1507,0.827409016
1508,0.34436317
1509,0.063331504
1510,0.486102227
1511,0.952977441
1512,0.448116332
1513,0.112369426
1514,0.289799201
1515,0.284550997
1516,0.046978933
1517,0.115408472
1518,0.775173993
1519,0.972152726
1520,0.511066048
1521,0.529485432
1522,0.321943403
1523,0.705005614
1524,0.03397204
1525,0.598969668
1526,0.82966128
1527,0.747640267
1528,0.439299411
1529,0.181890022
1530,0.625279517
1531,0.546894162
1532,0.470383358
1533,0.447088297
1534,0.359244142
1535,0.974061023
1536,0.804555372
1537,0.265804772
1538,0.775458715
1539,0.972731122
1540,0.710044988
1541,0.867100278
1542,0.573086235
1543,0.35203552
1544,0.240234987
1545,0.584952163
1546,0.84262446
1547,0.821832802
1548,0.399265647
1549,0.681443165
1550,0.252453434
1551,0.017702398
1552,0.244778329
1553,0.422591211
1554,0.058008131
1555,0.119787975
1556,0.56007923
1557,0.524261035
1558,0.626861514
1559,0.977104382
1560,0.395481943
1561,0.456852101
1562,0.642525439
1563,0.317725418
1564,0.004818106
1565,0.18188987
1566,0.527815196
1567,0.370881319
1568,0.556380298
1569,0.079083696
1570,0.164169299
1571,0.722694944
1572,0.272979921
1573,0.757344462
1574,0.252508469
1575,0.018134606
1576,0.922228221
1577,0.722121961
1578,0.756237881
1579,0.481337059
1580,0.514959214
1581,0.206533404
1582,0.246527339
1583,0.23190685
1584,0.873710834
1585,0.9223289
1586,0.470716508
1587,0.303620501
1588,0.719989136
1589,0.753978892
1590,0.954205241
1591,0.527929465
1592,0.559106078
1593,0.299887075
1594,0.043109027
1595,0.469715682
1596,0.954715714
1597,0.472272087
1598,0.142849498
1599,0.358725672
1600,0.547458616
1601,0.386787928
1602,0.130640009
1603,0.076882702
1604,0.254379613
1605,0.153536708
1606,0.215550457
1607,0.857547699
1608,0.367440799
1609,0.899397165
1610,0.140376466
1611,0.799061099
1612,0.437998476
1613,0.87097573
1614,0.536509779
1615,0.829562863
1616,0.191851732
1617,0.703342092
1618,0.569840553
1619,0.985024988
1620,0.50837358
1621,0.744780379
1622,0.582523467
1623,0.094279356
1624,0.085492199
1625,0.347507052
1626,0.687970024
1627,0.055729955
1628,0.010600075
1629,0.122392232
1630,0.352699791
1631,0.912977973
1632,0.803382878
1633,0.405543622
1634,0.249543166
1635,0.446704766
1636,0.086447008
1637,0.032808224
1638,0.616954382
1639,0.216155263
1640,0.571815665
1641,0.227453607
1642,0.344076291
1643,0.666469697
1644,0.009549395
1645,0.50190381
1646,0.312875215
1647,0.916616667
1648,0.939966258
1649,0.512565643
1650,0.292367002
1651,0.307542547
1652,0.638484349
1653,0.210374969
1654,0.945461758
1655,0.954653032
1656,0.068836279
1657,0.794877192
1658,0.08926168
1659,0.917712943
1660,0.345047692
1661,0.682616127
1662,0.839872735
